ID,Prediction
0,57.9107738833
1,68.6940996076
2,49.8912360865
3,74.1460645682
4,69.6489036582
5,68.1337006721
6,57.0951249701
7,96.8226828022
8,47.566648058
9,32.9024988045
10,49.0963733775
11,48.7034266453
12,56.5938697324
13,49.2776406023
14,39.9377655605
15,66.8789264838
16,31.6153134088
17,74.3687552169
18,89.6593254186
19,70.5955500979
20,62.1078491072
21,40.3870795719
22,59.4897919814
23,82.5626030957
24,70.6808941159
25,38.0147967199
26,59.500259361
27,23.1133968372
28,43.8341759924
29,56.6182192738
30,57.6957063295
31,44.7939886638
32,2.02016626264
33,28.4026474782
34,37.6202619454
35,55.8607672977
36,77.7363523756
37,68.7644695754
38,88.5479384014
39,80.6837120255
40,38.43027131
41,61.3004086096
42,69.9645885186
43,25.0999121384
44,61.8960591487
45,46.7866803642
46,42.3917128316
47,40.6879620809
48,39.5872370415
49,96.0172155037
50,32.5860721118
51,63.6607530092
52,23.8989809673
53,48.7653397101
54,34.6805410445
55,52.281193818
56,60.122813689
57,57.8545641872
58,11.5563633031
59,53.3780496748
60,62.2415770459
61,74.6538272064
62,45.0335274393
63,50.1513489001
64,37.0961579945
65,19.4550964806
66,37.7712162786
67,23.6949777864
68,67.2284810122
69,82.2455454853
70,66.7017836602
71,70.5193104641
72,27.5083873595
73,43.0778737798
74,62.302437587
75,61.2046934841
76,86.6373854719
77,41.1461131227
78,53.8455880896
79,30.9784307789
80,65.6331045561
81,93.1105945314
82,67.4593215531
83,42.69852712
84,38.4205706944
85,69.2610113407
86,26.547703041
87,37.9265704661
88,43.895643976
89,68.8806465105
90,53.0538296682
91,65.0418284726
92,59.1109180485
93,13.6043828873
94,69.0772399608
95,78.2526036346
96,81.8947553448
97,50.568138484
98,41.7717759412
99,70.7381223353
100,56.0742185564
101,57.3032148708
102,56.0353023776
103,82.5319105695
104,32.8044935103
105,47.3458281326
106,60.448688716
107,55.0765170728
108,49.7847865654
109,71.1588043439
110,32.9565866909
111,24.6555354654
112,24.8310177566
113,94.7257662214
114,92.9754129143
115,40.1176239967
116,83.3895642323
117,56.0995807874
118,47.6008140152
119,35.8109382639
120,139.146847879
121,49.7750927212
122,43.002251769
123,48.9828382935
124,55.5624760975
125,22.9813431289
126,27.550437669
127,39.7398706257
128,42.6748409194
129,81.400965805
130,23.0479070693
131,42.1566063218
132,59.8035232893
133,45.351773317
134,25.6654942517
135,23.610582753
136,57.2317201298
137,79.2480250309
