ID,Prediction
1,67
2,71
3,58
4,77
5,69
6,73
7,66
8,58
9,53
10,53
11,34
12,53
13,58
14,38
15,27
16,66
17,25
18,66
19,88
20,88
21,74
22,28
23,72
24,86
25,66
26,46
27,75
28,17
29,20
30,34
31,74
32,36
33,19
34,28
35,20
36,64
37,79
38,80
39,67
40,91
41,44
42,62
43,86
44,31
45,66
46,53
47,41
48,31
49,31
50,68
51,23
52,71
53,20
54,46
55,36
56,83
57,87
58,85
59,20
60,50
61,61
62,85
63,43
64,65
65,17
66,37
67,26
68,27
69,77
70,77
71,86
72,74
73,12
74,19
75,76
76,80
77,53
78,63
79,62
80,29
81,65
82,74
83,82
84,32
85,32
86,80
87,24
88,44
89,27
90,75
91,27
92,61
93,47
94,24
95,66
96,75
97,65
98,87
99,58
100,43
101,46
102,40
103,52
104,86
105,23
106,39
107,82
108,31
109,20
110,65
111,28
112,30
113,10
114,77
115,87
116,34
117,72
118,72
119,38
120,19
121,34
122,22
123,30
124,33
125,67
126,33
127,42
128,46
129,31
130,78
131,16
132,37
133,17
134,25
135,17
136,11
137,83
138,81
