1, 3, [267.245, 4030.0], [766.38499999999999, 40599.0], [1348.7149999999999, 26467.0]
2, 2, [742.50999999999999, 42985.0], [1368.71, 32773.0]
3, 2, [198.39999999999998, 10054.0], [803.19999999999993, 43839.0]
4, 2, [244.97, 26531.0], [953.37, 31764.0]
5, 3, [203.14499999999998, 4874.0], [745.43999999999994, 36849.0], [1357.26, 31492.0]
6, 3, [181.48000000000002, 18329.0], [857.32000000000005, 40222.0], [1744.3600000000001, 113.0]
7, 3, [192.82999999999998, 17348.0], [849.94999999999993, 27912.0], [1315.4099999999999, 32231.0]
8, 3, [317.77499999999998, 9920.0], [816.495, 35032.0], [1377.5550000000001, 30805.0]
9, 4, [196.25, 33002.0], [873.875, 29816.0], [1429.875, 32821.0], [2003.25, 142.0]
10, 3, [198.56, 11194.0], [800.91499999999996, 34092.0], [1418.7149999999999, 30849.0]
11, 3, [171.67000000000002, 9653.0], [796.58000000000004, 36170.0], [1355.71, 45097.0]
12, 3, [190.94999999999999, 16974.0], [831.97500000000002, 38500.0], [1490.325, 27445.0]
13, 3, [315.71000000000004, 5838.0], [751.87, 38705.0], [1378.8500000000001, 26465.0]
14, 3, [210.73500000000001, 27136.0], [854.93500000000006, 28762.0], [1354.1900000000001, 34167.0]
15, 2, [771.70499999999993, 46627.0], [1400.875, 34748.0]
16, 2, [202.30000000000001, 40979.0], [1453.8999999999999, 34983.0]
17, 2, [364.59999999999997, 8972.0], [849.69999999999993, 33585.0]
18, 2, [182.44, 35321.0], [1392.5999999999999, 38978.0]
19, 3, [186.53999999999999, 4779.0], [747.77999999999997, 37932.0], [1324.6099999999999, 38629.0]
20, 2, [708.90999999999997, 54933.0], [1306.7049999999999, 39361.0]
21, 2, [728.69999999999993, 48126.0], [1341.3799999999999, 40987.0]
22, 3, [315.25999999999999, 6012.0], [737.0, 30639.0], [1337.6599999999999, 26955.0]
23, 3, [267.88499999999999, 6596.0], [780.47000000000003, 46342.0], [1309.5899999999999, 36532.0]
24, 3, [375.30000000000001, 11126.0], [834.56499999999994, 30888.0], [1338.2749999999999, 36225.0]
25, 2, [755.77999999999997, 39907.0], [1385.5699999999999, 30914.0]
26, 3, [249.90000000000001, 5038.0], [767.98000000000002, 47044.0], [1334.6300000000001, 38381.0]
27, 3, [395.36000000000001, 8521.0], [803.84000000000003, 31941.0], [1288.9100000000001, 34283.0]
28, 4, [216.94999999999999, 28407.0], [977.75, 25180.0], [1801.95, 188.0], [2293.2999999999997, 102.0]
29, 3, [477.54499999999996, 8609.0], [786.505, 22003.0], [1336.8399999999999, 26239.0]
30, 3, [270.5, 3999.0], [754.875, 45381.0], [1333.0, 40161.0]
31, 3, [220.63999999999999, 21315.0], [974.21000000000004, 20743.0], [1448.6800000000001, 21530.0]
32, 3, [221.95999999999998, 28383.0], [928.9799999999999, 25469.0], [1420.8199999999999, 24267.0]
33, 3, [210.77500000000001, 33435.0], [794.35000000000002, 22976.0], [1453.2249999999999, 34657.0]
34, 3, [207.81, 17649.0], [769.995, 34621.0], [1332.1800000000001, 39983.0]
35, 3, [275.88499999999999, 5511.0], [745.38, 39850.0], [1320.8899999999999, 36217.0]
36, 2, [743.82000000000005, 53385.0], [1339.95, 39162.0]
37, 3, [229.80500000000001, 26874.0], [895.60500000000002, 31379.0], [1494.825, 24137.0]
38, 3, [210.845, 13274.0], [833.91500000000008, 32125.0], [1382.8100000000002, 27245.0]
39, 3, [206.84, 5656.0], [761.81000000000006, 39946.0], [1359.47, 31306.0]
40, 3, [194.31, 9014.0], [768.40000000000009, 39104.0], [1359.3750000000002, 41930.0]
41, 3, [219.595, 17734.0], [889.43500000000006, 27427.0], [1405.77, 23322.0]
42, 3, [266.88499999999999, 5610.0], [779.53999999999996, 41321.0], [1338.8, 34556.0]
43, 2, [751.23500000000001, 34844.0], [1269.4200000000001, 37565.0]
44, 2, [757.75, 42500.0], [1385.6499999999999, 32015.0]
45, 3, [280.94, 5188.0], [749.87, 42596.0], [1360.9000000000001, 32935.0]
46, 3, [294.75, 5482.0], [762.75, 38175.0], [1318.5, 37474.0]
47, 3, [261.82999999999998, 7627.0], [789.85000000000002, 39090.0], [1395.52, 29826.0]
48, 2, [756.0, 45681.0], [1323.875, 39342.0]
49, 2, [234.51499999999999, 16601.0], [868.44499999999994, 39637.0]
50, 2, [746.97000000000003, 38498.0], [1393.7700000000002, 32744.0]
51, 3, [246.52000000000001, 14262.0], [825.91000000000008, 37550.0], [1685.6500000000001, 170.0]
52, 3, [241.59999999999999, 20794.0], [903.80000000000007, 24830.0], [1396.6000000000001, 29482.0]
53, 3, [379.49000000000001, 8426.0], [803.88, 33245.0], [1351.48, 31849.0]
54, 3, [214.91999999999999, 12169.0], [794.51999999999998, 36412.0], [1357.5599999999999, 38556.0]
55, 2, [211.405, 26390.0], [1384.135, 39088.0]
56, 3, [196.73000000000002, 25593.0], [873.88999999999999, 29054.0], [1458.71, 25541.0]
57, 2, [749.24000000000001, 40499.0], [1362.5999999999999, 29120.0]
58, 3, [211.40000000000001, 6180.0], [754.375, 41489.0], [1326.7, 36853.0]
59, 2, [201.22500000000002, 29140.0], [912.78000000000009, 30994.0]
60, 3, [312.43000000000001, 11133.0], [848.2700000000001, 36932.0], [1367.365, 33236.0]
61, 2, [645.45000000000005, 23436.0], [1300.4749999999999, 35688.0]
62, 3, [371.66000000000003, 6633.0], [756.67999999999995, 29215.0], [1328.0, 34546.0]
63, 3, [289.33500000000004, 6929.0], [747.98000000000002, 33725.0], [1295.395, 43792.0]
64, 3, [190.95999999999998, 20156.0], [904.95999999999992, 28495.0], [1404.76, 22327.0]
65, 3, [216.34, 26108.0], [887.77999999999997, 27231.0], [1482.9200000000001, 25927.0]
66, 2, [274.96500000000003, 15133.0], [875.77499999999998, 34053.0]
67, 2, [736.41999999999996, 41135.0], [1422.625, 34289.0]
68, 2, [713.86500000000001, 45194.0], [1350.8, 34236.0]
69, 2, [216.655, 37045.0], [949.91499999999996, 30827.0]
70, 3, [199.44, 7639.0], [766.55999999999995, 38746.0], [1350.3599999999999, 37161.0]
71, 3, [253.29499999999999, 6583.0], [775.49000000000001, 43134.0], [1348.2199999999998, 38412.0]
72, 2, [269.0, 31422.0], [1037.75, 30014.0]
73, 2, [203.82499999999999, 27464.0], [923.60000000000002, 44449.0]
74, 2, [238.83000000000001, 8853.0], [810.67000000000007, 41306.0]
75, 3, [228.24000000000001, 8015.0], [769.31999999999994, 34374.0], [1385.55, 34191.0]
76, 3, [177.81999999999999, 12468.0], [776.62, 31148.0], [1375.4200000000001, 36462.0]
77, 2, [765.30000000000007, 35512.0], [1307.4000000000001, 28398.0]
78, 3, [205.56999999999999, 19096.0], [948.62, 20580.0], [1434.98, 26407.0]
79, 3, [245.75, 16156.0], [853.69999999999993, 25086.0], [1316.8999999999999, 29765.0]
80, 3, [212.36000000000001, 27224.0], [828.36500000000001, 26845.0], [1365.395, 35768.0]
81, 3, [209.99000000000001, 11726.0], [814.38999999999999, 33236.0], [1373.46, 29589.0]
82, 3, [236.0, 6656.0], [760.0, 35836.0], [1362.5999999999999, 27489.0]
83, 3, [195.77499999999998, 12621.0], [795.93499999999995, 40194.0], [1377.3399999999999, 41888.0]
84, 2, [748.96000000000004, 47600.0], [1351.6000000000001, 48706.0]
